title,brand,price,old_price,discount_percent,rating,reviews_count,availability,url,image,badges
Таблетки для посудомийної машини Somat All in 1 Extra 24 шт (9000101809466),Таблетки,219,397,45,4.8,246,Готово до відправки,https://rozetka.com.ua/ua/somat-9000101809466/p426927494/,https://content1.rozetka.com.ua/goods/images/big_tile/591973807.jpg,ТОП ПРОДАЖІВ
Таблетки для посудомийної машини Somat Exellence 60 шт (9000101808087),Таблетки,599,1146,48,4.8,107,Невідомо,https://rozetka.com.ua/ua/somat-9000101808087/p426932663/,https://content2.rozetka.com.ua/goods/images/big_tile/591995120.jpg,АКЦІЯ
Засіб для миття посуду в посудомийній машині Delamark1 кг (4820152330376),Засіб,285,350,19,4.8,173,Невідомо,https://rozetka.com.ua/ua/de_la_mark_4820152330376/p5574111/,https://content2.rozetka.com.ua/goods/images/big_tile/218857643.jpg,АКЦІЯ
Засоби Denk mit для посудомийки таблетки+сіль+ополіскувач,Засоби,639,989,35,4.9,9,Є в наявності,https://rozetka.com.ua/ua/427221815/p427221815/?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTU2MzEsInBheWxvYWQiOiJ7XCJwZ1wiOjQ5MDkxMzU5LFwiY1wiOjEyMjYwNCxcImN0XCI6MSxcImNwY1wiOjAuODI5OTk5OTgzMzEwNjk5NSxcInNjXCI6NyxcInBsXCI6MyxcImNpZFwiOjQ2MzIwMzMsXCJwXCI6MTQsXCJnXCI6MX0ifQ.o15QXOqKIdAyJAuUQeAI0YUzeep4NCQo79ox_mgp5dY&advSource=catalog,https://content1.rozetka.com.ua/goods/images/big_tile/517028763.jpg?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTU2MzEsInBheWxvYWQiOiJ7XCJwZ1wiOjQ5MDkxMzU5LFwiY1wiOjEyMjYwNCxcImN0XCI6MSxcImNwY1wiOjAuODI5OTk5OTgzMzEwNjk5NSxcInNjXCI6NyxcInBsXCI6MyxcImNpZFwiOjQ2MzIwMzMsXCJwXCI6MTQsXCJnXCI6MX0ifQ.o15QXOqKIdAyJAuUQeAI0YUzeep4NCQo79ox_mgp5dY&advSource=catalog,−35%
Бальзам-концентрат для миття посуду Frosch із содою 1 л (4009175956729),Бальзам-концентрат,179,314,43,4.8,35,Невідомо,https://rozetka.com.ua/ua/frosch_4009175956729/p295820698/,https://content2.rozetka.com.ua/goods/images/big_tile/176729405.jpg,ТОП ПРОДАЖІВ
Засіб для миття посуду Fairy Гранат 1350 мл (8006530111751),Засіб,179,259,31,5.0,1,Невідомо,https://rozetka.com.ua/ua/fairy-8006530111751/p536195159/,https://content1.rozetka.com.ua/goods/images/big_tile/586193069.jpg,ТОП ПРОДАЖІВ
Таблетки для посудомийних машин Finish All in 1 20 шт (5900627090215),Таблетки,477,485,2,4.5,961,Невідомо,https://rozetka.com.ua/ua/finish-5900627090215/p316014316/,https://content.rozetka.com.ua/goods/images/big_tile/350938792.jpg,ТОП ПРОДАЖІВ
Таблетки для посудомийної машини Denkmit Classic Tabs 1 шт поштучно,Таблетки,9,,,4.3,11,Невідомо,https://rozetka.com.ua/ua/447331844/p447331844/,https://content2.rozetka.com.ua/goods/images/big_tile/465771458.jpg,
Таблетки для посудомийних машин dr. Prakti 16 г х 90 шт ( 5903855501331),Таблетки,430,860,50,3.4,43,Невідомо,https://rozetka.com.ua/ua/dr-prakti-5903855501331/p415669773/,https://content.rozetka.com.ua/goods/images/big_tile/404379165.jpg,−50%
Ополіскувач для посудомийних машин Frosch 750 мл (4009175936509),Ополіскувач,299,359,17,4.5,83,Невідомо,https://rozetka.com.ua/ua/frosch_4009175936509/p5863161/,https://content.rozetka.com.ua/goods/images/big_tile/516438865.jpg,−17%
Таблетки для посудомийки Denk mit 65шт Classic 2-і пачки (RD),Таблетки,800,989,19,4.3,11,Невідомо,https://rozetka.com.ua/ua/436704848/p436704848/?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTU2MzEsInBheWxvYWQiOiJ7XCJwZ1wiOjQ5MDkxMzI0LFwiY1wiOjEyMjYwNCxcImN0XCI6MSxcImNwY1wiOjAuODI5OTk5OTgzMzEwNjk5NSxcInNjXCI6NyxcInBsXCI6MyxcImNpZFwiOjQ2MzIwMzMsXCJwXCI6MjEsXCJnXCI6MX0ifQ.pkGjNm4_eml_gznbDNsI2nO9hoToeooIhB5Vi3cYLvY&advSource=catalog,https://content.rozetka.com.ua/goods/images/big_tile/597511270.jpg?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTU2MzEsInBheWxvYWQiOiJ7XCJwZ1wiOjQ5MDkxMzI0LFwiY1wiOjEyMjYwNCxcImN0XCI6MSxcImNwY1wiOjAuODI5OTk5OTgzMzEwNjk5NSxcInNjXCI6NyxcInBsXCI6MyxcImNpZFwiOjQ2MzIwMzMsXCJwXCI6MjEsXCJnXCI6MX0ifQ.pkGjNm4_eml_gznbDNsI2nO9hoToeooIhB5Vi3cYLvY&advSource=catalog,−19%
Таблетки для посудомийки Denk mit 65шт 2-і пачки,Таблетки,659,989,33,4.3,11,Невідомо,https://rozetka.com.ua/ua/427221932/p427221932/,https://content2.rozetka.com.ua/goods/images/big_tile/597511268.jpg,−33%
Таблетки для миття посуду в ПММ Frosch Лимон 30 шт х 18 г (4009175965134),Таблетки,429,648,34,4.7,54,Невідомо,https://rozetka.com.ua/ua/frosch_4001499940132/p64286369/,https://content2.rozetka.com.ua/goods/images/big_tile/405634526.jpg,−34%
Порошок для миття посуду в посудомийній машині FINISH 1 кг (5900627003116),Порошок,330,386,15,,,Невідомо,https://rozetka.com.ua/ua/finish_5900627003116/p6429268/,https://content2.rozetka.com.ua/goods/images/big_tile/175493736.jpg,−15%
Рідина для миття посуду L'Arbre Vert Чутлива шкіра Запасний блок 1 л (3450601047015),Рідина,169,209,19,5.0,16,Готово до відправки,https://rozetka.com.ua/ua/larbre-vert-3450601047015/p385262658/,https://content1.rozetka.com.ua/goods/images/big_tile/588289576.jpg,−19%
Таблетки для посудомийних машин Finish All in 1 48 шт (5997321736259),Таблетки,499,985,49,4.5,961,Невідомо,https://rozetka.com.ua/ua/finish-5997321736259/p316013980/,https://content2.rozetka.com.ua/goods/images/big_tile/304858710.jpg,ТОП ПРОДАЖІВ
Бальзам для миття дитячого посуду Frosch Baby 500 мл (4009175941282/4001499908347),Бальзам,118,186,37,4.5,182,Невідомо,https://rozetka.com.ua/ua/frosch_4001499908347/p5850045/,https://content.rozetka.com.ua/goods/images/big_tile/494788437.webp,ТОП ПРОДАЖІВ
Таблетки для посудомийної машини Somat Classic 50 шт (9000101830675),Таблетки,465,684,32,4.6,25,Невідомо,https://rozetka.com.ua/ua/somat-9000101809817/p426923864/,https://content.rozetka.com.ua/goods/images/big_tile/591976026.jpg,АКЦІЯ
Еко гель для миття посуду nO% Green Home з яблучним оцтом 5 л (4823080006481),Еко,359,450,20,4.9,29,Готово до відправки,https://rozetka.com.ua/ua/nogreen-home-4823080006481/p375375582/,https://content.rozetka.com.ua/goods/images/big_tile/328471544.jpg,
Пігулки для посудомийних машин FINISH Quantum 100 шт.,Пігулки,849,,,4.2,99,Невідомо,https://rozetka.com.ua/ua/443342081/p443342081/,https://content2.rozetka.com.ua/goods/images/big_tile/565416915.jpg,ТОП ПРОДАЖІВ
Засіб для миття посуду Fairy Pure & Clean 900 мл (8006530111522),Засіб,129,179,28,,,Готово до відправки,https://rozetka.com.ua/ua/fairy-8006530111522/p536195139/,https://content.rozetka.com.ua/goods/images/big_tile/586190806.jpg,−28%
Бальзам-концентрат для миття посуду Frosch Алое вера 750 мл (4009175924483),Бальзам-концентрат,129,219,41,4.5,19,Невідомо,https://rozetka.com.ua/ua/frosch_4009175924483/p295821938/,https://content2.rozetka.com.ua/goods/images/big_tile/176730472.jpg,−41%
Органічний рідкий засіб-концентрат для миття посуду Sodasan Лимон 1 л (4019886000208),Органічний,345,383,10,4.8,114,Невідомо,https://rozetka.com.ua/ua/sodasan_4019886000208/p5531355/,https://content1.rozetka.com.ua/goods/images/big_tile/360034510.jpg,ТОП ПРОДАЖІВ
Капсули для посудомийних машин Fairy Platinum Plus Все-в-1 71 шт (8700216236126),Капсули,639,1183,46,4.7,195,Готово до відправки,https://rozetka.com.ua/ua/fairy-8700216236126/p438292001/,https://content2.rozetka.com.ua/goods/images/big_tile/446326931.jpg,ТОП ПРОДАЖІВ
Засіб для миття посуду Delamark з ефірною олією африканського лимона 1 л (4820152330642),Засіб,169,284,40,4.4,28,Невідомо,https://rozetka.com.ua/ua/de_la_mark_4820152330642/p12548076/,https://content1.rozetka.com.ua/goods/images/big_tile/239886061.jpg,АКЦІЯ
Капсули для посудомийної машини Somat Exellence 5-в-1 54 шт (9000101807936),Капсули,608,1146,47,4.3,63,Готово до відправки,https://rozetka.com.ua/ua/somat-9000101807936/p437355923/,https://content.rozetka.com.ua/goods/images/big_tile/591987125.jpg,АКЦІЯ
Ополіскувач для посудомийної машини DeLaMark 1 л (4820152332264),Ополіскувач,278,,,4.7,58,Готово до відправки,https://rozetka.com.ua/ua/delamark_4820152332264/p230141335/,https://content2.rozetka.com.ua/goods/images/big_tile/269942050.jpg,
Сіль для посудомийної машини DenkMit 2 кг (4066447789577),Сіль,146,190,23,,,Готово до відправки,https://rozetka.com.ua/ua/denkmit-4066447789577/p553243443/,https://content2.rozetka.com.ua/goods/images/big_tile/610815911.jpg,НОВИНКА
Концентрована рідина для миття посуду Amway DISH DROPS 1л (110488),Концентрована,375,441,15,4.9,82,Невідомо,https://rozetka.com.ua/ua/286929178/p286929178/,https://content1.rozetka.com.ua/goods/images/big_tile/181734128.jpg,−15%
Гель-концентрат для посуду Frosch Малина 500 мл (4009175940278_1),Гель-концентрат,116,186,38,4.9,57,Готово до відправки,https://rozetka.com.ua/ua/frosch_4009175940278/p69305270/,https://content1.rozetka.com.ua/goods/images/big_tile/399440219.jpg,−38%
Порошок для посудомийних машин 1кг,Порошок,82,,,4.7,102,Є в наявності,https://rozetka.com.ua/ua/390207102/p390207102/,https://content.rozetka.com.ua/goods/images/big_tile/355862532.jpg,
Ополіскувач для посудомийних машин Denkmit 1 л,Ополіскувач,101,110,8,5.0,24,Є в наявності,https://rozetka.com.ua/ua/475364504/p475364504/,https://content.rozetka.com.ua/goods/images/big_tile/508056829.jpg,−8%
"Таблетки для посудомийної машини Denkmit Classic, 65 шт",Таблетки,368,,,4.3,11,Є в наявності,https://rozetka.com.ua/ua/382299162/p382299162/,https://content2.rozetka.com.ua/goods/images/big_tile/597427804.png,
Засіб для миття посуду Fairy Sensitive Чайне дерево та м'ята 1350 мл (8006530111478),Засіб,179,259,31,5.0,2,Невідомо,https://rozetka.com.ua/ua/fairy-8006530111478/p536195154/,https://content2.rozetka.com.ua/goods/images/big_tile/586192977.jpg,−31%
Порошок для миття посуду в посудомийній машині Bravix 1.8 кг (4000317150609),Порошок,335,585,43,4.3,74,Невідомо,https://rozetka.com.ua/ua/bravix_4000317150609/p92003072/,https://content2.rozetka.com.ua/goods/images/big_tile/210032670.png,−43%
Сіль для посудомийної машини DenkMit 2 кг (4010355055286),Сіль,99,,,4.4,26,Є в наявності,https://rozetka.com.ua/ua/411832365/p411832365/,https://content2.rozetka.com.ua/goods/images/big_tile/415642475.jpg,
Капсули для посудомийних машин Fairy Platinum Plus Все-в-1 36 шт (8700216236232),Капсули,399,641,38,4.7,195,Готово до відправки,https://rozetka.com.ua/ua/fairy-8001841956541/p370875849/,https://content.rozetka.com.ua/goods/images/big_tile/440596935.jpg,ТОП ПРОДАЖІВ
Засіб для миття посуду в посудомийних машинах FINISH Ultimate All in 1 30 капсул (5908252001071),Засіб,399,824,52,4.3,53,Готово до відправки,https://rozetka.com.ua/ua/finish-5908252001071/p451360787/,https://content2.rozetka.com.ua/goods/images/big_tile/474567534.jpg,ТОП ПРОДАЖІВ
Упаковка таблеток для посудомийної машини Somat Classic 95 шт x 2 пачки (9000101810059/9000101810059),Упаковка,988,1198,18,4.6,25,Невідомо,https://rozetka.com.ua/ua/somat-426925385plus426925385/p556827168/,https://content1.rozetka.com.ua/goods/images/big_tile/617380448.jpg,НОВИНКА
Капсули для посудомийних машин Fairy Platinum Plus Все-в-1 19 шт (8700216236669),Капсули,279,389,28,4.7,195,Невідомо,https://rozetka.com.ua/ua/fairy-8700216236669/p498314359/,https://content.rozetka.com.ua/goods/images/big_tile/534541369.jpg,ТОП ПРОДАЖІВ
Засіб для миття посуду DeLaMark з іонами срібла для дитячого посуду без запаху 0.5 л (4820152331038),Засіб,110,199,45,5.0,29,Невідомо,https://rozetka.com.ua/ua/de_la_mark_4820152331038/p75924354/,https://content1.rozetka.com.ua/goods/images/big_tile/441287002.jpg,АКЦІЯ
Бальзам-концентрат для посуду Frosch Сода 500 мл (4001499162916_1),Бальзам-концентрат,116,186,38,4.7,49,Невідомо,https://rozetka.com.ua/ua/frosch_4001499162916/p5852457/,https://content2.rozetka.com.ua/goods/images/big_tile/10692437.png,−38%
Засіб для миття посуду Helper Еко 5 л (4823019010770),Засіб,146,196,26,5.0,11,Невідомо,https://rozetka.com.ua/ua/helper-4823019010770/p492052089/,https://content1.rozetka.com.ua/goods/images/big_tile/527179544.jpg,
Засіб для миття посуду Delamark з ефірною олією троянди 1 л (4820152330666),Засіб,158,284,44,4.6,32,Невідомо,https://rozetka.com.ua/ua/de_la_mark_4820152330666/p12548251/,https://content2.rozetka.com.ua/goods/images/big_tile/242936878.jpg,ТОП ПРОДАЖІВ
Органічний ополіскувач для посудомийних машин Sodasan 0.5 л (4019886000802),Органічний,296,327,9,5.0,10,Є в наявності,https://rozetka.com.ua/ua/sodasan_4019886000802/p5531691/,https://content2.rozetka.com.ua/goods/images/big_tile/360034537.jpg,−9%
Засіб для миття посуду Fairy Лимон 900 мл (8006530111409),Засіб,129,179,28,,,Готово до відправки,https://rozetka.com.ua/ua/fairy-8006530111409/p536195119/,https://content1.rozetka.com.ua/goods/images/big_tile/586141299.jpg,−28%
Мийний засіб для посуду Милам Яблуко 5 л (4820077610393),Мийний,209,237,12,4.9,29,Невідомо,https://rozetka.com.ua/ua/milam_4820077610393/p83439798/,https://content1.rozetka.com.ua/goods/images/big_tile/76230419.jpg,
Капсули для посудомийних машин Fairy Original Все-в-1 29 шт (8700216237314),Капсули,289,383,25,4.6,103,Готово до відправки,https://rozetka.com.ua/ua/fairy-8700216237314/p438295139/,https://content1.rozetka.com.ua/goods/images/big_tile/459831218.jpg,−25%
Капсули для миття посуду в посудомийних машинах Finish Ultimate Plus All in 1 25 шт (5908252010721),Капсули,707,819,14,4.7,226,Готово до відправки,https://rozetka.com.ua/ua/finish-5908252010721/p375471354/,https://content1.rozetka.com.ua/goods/images/big_tile/469085034.jpg,−14%
Капсули для посудомийної машини Somat Excellence 5-in-1 80 шт (9000101831658),Капсули,729,1460,50,,,Готово до відправки,https://rozetka.com.ua/ua/somat-9000101831658/p529555839/,https://content2.rozetka.com.ua/goods/images/big_tile/591979440.jpg,АКЦІЯ
Dr.Prakti Гель для посудомийних машин Express Clean All In One 720 мл (36 цикла),Dr.Prakti,148,209,29,4.4,13,Невідомо,https://rozetka.com.ua/ua/493400579/p493400579/,https://content.rozetka.com.ua/goods/images/big_tile/528851264.jpg,−29%
Капсули для посудомийних машин FINISH Quantum All in 1 35 шт (5908252010950/5908252010721),Капсули,561,824,32,4.5,161,Готово до відправки,https://rozetka.com.ua/ua/finish_5900627090307/p172709776/,https://content1.rozetka.com.ua/goods/images/big_tile/475342604.jpg,−32%
Сіль для пом'якшення води антикальк для посудомийних машин Denkmit Spezialsalz 2 кг,Сіль,92,105,12,4.4,26,Є в наявності,https://rozetka.com.ua/ua/485623344/p485623344/,https://content.rozetka.com.ua/goods/images/big_tile/570987999.jpg,−12%
Ополіскувач для посудомийної машини Dr.Prakti Professional 1 л,Ополіскувач,77,108,29,,,Невідомо,https://rozetka.com.ua/ua/493400589/p493400589/,https://content2.rozetka.com.ua/goods/images/big_tile/537143066.jpg,−29%
ЕКО порошок для миття посуду в посудомийній машині Green Max (натуральний засіб для посудомийки) 500 г (99100878101),ЕКО,309,,,,,Готово до відправки,https://rozetka.com.ua/ua/348065256/p348065256/,https://content2.rozetka.com.ua/goods/images/big_tile/430685243.jpg,
Засіб для миття посуду Fairy Яблуко 1350 мл (8006530111829),Засіб,179,259,31,,,Невідомо,https://rozetka.com.ua/ua/fairy-8006530111829/p536195149/,https://content2.rozetka.com.ua/goods/images/big_tile/586192520.jpg,ТОП ПРОДАЖІВ
"Мийний засіб для посуду Fairy Яблуко, 5 л. Німеччина",Мийний,384,576,33,4.0,3,Невідомо,https://rozetka.com.ua/ua/490867889/p490867889/,https://content.rozetka.com.ua/goods/images/big_tile/533109709.jpg,−33%
"Таблетки для посудомийної машини Denkmit Classic, 65 шт (270605)",Таблетки,305,333,8,4.3,11,Невідомо,https://rozetka.com.ua/ua/416044566/p416044566/?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTU2NjYsInBheWxvYWQiOiJ7XCJwZ1wiOjQzNDE3MjA1LFwiY1wiOjEwMTk1NyxcImN0XCI6MSxcImNwY1wiOjAuODk5OTk5OTc2MTU4MTQyMSxcInNjXCI6NyxcInBsXCI6MyxcImNpZFwiOjQ2MzIwMzMsXCJwXCI6NyxcImdcIjoxfSJ9.XdKkkAtezKXwpOU_nvBSEwFgKHYWqLCvQsxsAFojJmo&advSource=catalog,https://content1.rozetka.com.ua/goods/images/big_tile/585198283.jpg?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTU2NjYsInBheWxvYWQiOiJ7XCJwZ1wiOjQzNDE3MjA1LFwiY1wiOjEwMTk1NyxcImN0XCI6MSxcImNwY1wiOjAuODk5OTk5OTc2MTU4MTQyMSxcInNjXCI6NyxcInBsXCI6MyxcImNpZFwiOjQ2MzIwMzMsXCJwXCI6NyxcImdcIjoxfSJ9.XdKkkAtezKXwpOU_nvBSEwFgKHYWqLCvQsxsAFojJmo&advSource=catalog,−8%
Dr.Prakti Сіль для посудомийних машин Professional таблетована 1.5 кг,Dr.Prakti,81,114,29,4.5,28,Є в наявності,https://rozetka.com.ua/ua/483105019/p483105019/,https://content1.rozetka.com.ua/goods/images/big_tile/532735434.jpg,−29%
Таблетки для посудомийної машини W5 50 шт.,Таблетки,261,521,50,4.0,32,Є в наявності,https://rozetka.com.ua/ua/467580499/p467580499/,https://content1.rozetka.com.ua/goods/images/big_tile/497640755.jpg,−50%
Капсули для посудомийної машини Somat Excellence 3-in-1 34 шт (9000101831986),Капсули,349,684,49,,,Невідомо,https://rozetka.com.ua/ua/somat-9000101831986/p529555554/,https://content.rozetka.com.ua/goods/images/big_tile/591977272.jpg,АКЦІЯ
Упаковка еко гелів для миття посуду nO%Green Home Duo-Pack з яблочним оцтом 500 мл х 2 шт (6184) (ROZ6400230371),Упаковка,96,114,16,5.0,13,Невідомо,https://rozetka.com.ua/ua/nogreen-home-roz6400230371/p420023076/,https://content1.rozetka.com.ua/goods/images/big_tile/415235104.jpg,
Засіб для миття посуду Fairy Sensitive Чайне дерево та м'ята 900 мл (8006530111577),Засіб,129,179,28,,,Готово до відправки,https://rozetka.com.ua/ua/fairy-8006530111577/p536195129/,https://content2.rozetka.com.ua/goods/images/big_tile/586144586.jpg,−28%
Капсули для посудомийних машин Fairy Original Все-в-1 29 шт (8700216237314),Капсули,398,,,4.6,103,Є в наявності,https://rozetka.com.ua/ua/522653974/p522653974/,https://content1.rozetka.com.ua/goods/images/big_tile/565293221.jpg,
Таблетки для посудомийки Denk mit 65шт Classic 2-і пачки (RD),Таблетки,800,989,19,4.3,11,Невідомо,https://rozetka.com.ua/ua/436704848/p436704848/?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTU2NjYsInBheWxvYWQiOiJ7XCJwZ1wiOjQ5MDkxMzI0LFwiY1wiOjEyMjYwNCxcImN0XCI6MSxcImNwY1wiOjAuODI5OTk5OTgzMzEwNjk5NSxcInNjXCI6NyxcInBsXCI6MyxcImNpZFwiOjQ2MzIwMzMsXCJwXCI6MTQsXCJnXCI6MX0ifQ.b-kY8ykM7-a4lVNcl1MBDorJ7FFHzkl9gZqaDT40CL4&advSource=catalog,https://content.rozetka.com.ua/goods/images/big_tile/597511270.jpg?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTU2NjYsInBheWxvYWQiOiJ7XCJwZ1wiOjQ5MDkxMzI0LFwiY1wiOjEyMjYwNCxcImN0XCI6MSxcImNwY1wiOjAuODI5OTk5OTgzMzEwNjk5NSxcInNjXCI6NyxcInBsXCI6MyxcImNpZFwiOjQ2MzIwMzMsXCJwXCI6MTQsXCJnXCI6MX0ifQ.b-kY8ykM7-a4lVNcl1MBDorJ7FFHzkl9gZqaDT40CL4&advSource=catalog,−19%
Очищуючий бальзам-гель для посуду Frosch Алое Вера 500 мл (4009175164537/4001499162954),Очищуючий,84,153,45,4.6,25,Невідомо,https://rozetka.com.ua/ua/frosch_4009175164537/p5851269/,https://content1.rozetka.com.ua/goods/images/big_tile/461207666.jpg,−45%
Бальзам-концентрат для посуду Frosch Sensitiv Vitamin 500 мл (9001531181597_1),Бальзам-концентрат,99,164,40,4.3,64,Невідомо,https://rozetka.com.ua/ua/frosch_9001531181597/p5851665/,https://content.rozetka.com.ua/goods/images/big_tile/358105802.jpg,−40%
Засіб для миття посуду Fairy Гранат 900 мл (8006530111355),Засіб,129,179,28,,,Невідомо,https://rozetka.com.ua/ua/fairy-8006530111355/p536195134/,https://content.rozetka.com.ua/goods/images/big_tile/586148684.jpg,−28%
Капсули таблетки для миття посуду Finish Ultimate Plus 100 шт професійні фініш ефективні потужні преміум універсальні,Капсули,1049,1249,16,,,Є в наявності,https://rozetka.com.ua/ua/sredstva-dlya-avtomaticheskogo-mitya-posudi-finish-149963953/p544640595/,https://content2.rozetka.com.ua/goods/images/big_tile/618346156.jpg,−16%
Таблетки для посудомийних машин Somat Gold 70 шт. (9000101577136/9000101808834),Таблетки,1650,2000,18,,,Невідомо,https://rozetka.com.ua/ua/sredstva-dlya-avtomaticheskogo-mitya-posudi-somat-148968914/p538432879/,https://content1.rozetka.com.ua/goods/images/big_tile/590417437.jpg,−18%
Таблетки для посудомийної машини Somat Exellence 30 шт (9000101808292),Таблетки,349,684,49,4.8,107,Невідомо,https://rozetka.com.ua/ua/somat-9000101808292/p426932219/,https://content1.rozetka.com.ua/goods/images/big_tile/591981292.jpg,АКЦІЯ
