title,brand,price,old_price,discount_percent,rating,reviews_count,availability,url,image,badges
Кондиціонер для прання Tesori d'Oriente Перська мрія 760 мл (8008970055268),Кондиціонер,129,204,37,4.7,45,Невідомо,https://rozetka.com.ua/ua/tesori_d_oriente_8008970055268/p364355550/,https://content1.rozetka.com.ua/goods/images/big_tile/420749584.jpg,−37%
Диски для прання Persil 4in1 Discs Color Deep Clean 68 шт (9000101826746),Диски,749,1738,57,4.0,10,Невідомо,https://rozetka.com.ua/ua/persil-9000101826746/p484103529/,https://content2.rozetka.com.ua/goods/images/big_tile/517813111.jpg,АКЦІЯ
Концентрований ополіскувач для дитячої білизни Frosch Baby 750 мл (4009175924094_1),Концентрований,99,197,50,4.7,150,Невідомо,https://rozetka.com.ua/ua/frosch_4009175924094/p5850603/,https://content1.rozetka.com.ua/goods/images/big_tile/563329257.jpg,−50%
Серветки Dr. Beckmann 3 в 1 для оновлення чорного кольору та тканини 6 шт,Серветки,159,169,6,,,Є в наявності,https://rozetka.com.ua/ua/425171109/p425171109/?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTE3MjUsInBheWxvYWQiOiJ7XCJwZ1wiOjQ4MDIzMTU0LFwiY1wiOjExNzg0NCxcImN0XCI6MSxcImNwY1wiOjAuODk5OTk5OTc2MTU4MTQyMSxcInNjXCI6NyxcInBsXCI6MyxcImNpZFwiOjQ2MzIxMDMsXCJwXCI6MTQsXCJnXCI6MX0ifQ.eon2Z8fCkIdFx9jgOjvXtNm5cE3GIs7TATOuQkYFncQ&advSource=catalog,https://content1.rozetka.com.ua/goods/images/big_tile/437416392.jpg?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTE3MjUsInBheWxvYWQiOiJ7XCJwZ1wiOjQ4MDIzMTU0LFwiY1wiOjExNzg0NCxcImN0XCI6MSxcImNwY1wiOjAuODk5OTk5OTc2MTU4MTQyMSxcInNjXCI6NyxcInBsXCI6MyxcImNpZFwiOjQ2MzIxMDMsXCJwXCI6MTQsXCJnXCI6MX0ifQ.eon2Z8fCkIdFx9jgOjvXtNm5cE3GIs7TATOuQkYFncQ&advSource=catalog,−6%
Капсули для прання Ariel Pods All-in-1 Color Для кольорового 70 шт (8700216764186),Капсули,869,1429,39,4.9,49,Готово до відправки,https://rozetka.com.ua/ua/ariel-8700216764186/p484325884/,https://content2.rozetka.com.ua/goods/images/big_tile/517998116.jpg,−39%
Гель для прання Ariel Для чутливї шкіри 100 циклів прання 4.5 л (8700216691789),Гель,989,1539,36,4.7,13,Невідомо,https://rozetka.com.ua/ua/ariel-8700216691789/p484343284/,https://content2.rozetka.com.ua/goods/images/big_tile/518024590.jpg,−36%
Гель Perwoll для прання делікатних тканин 1000 мл (9000101810387),Гель,268,360,26,5.0,23,Готово до відправки,https://rozetka.com.ua/ua/perwoll-9000101810387/p416749284/,https://content.rozetka.com.ua/goods/images/big_tile/406595701.jpg,АКЦІЯ
Ополіскувач-кондиціонер для білизни Silan Ароматерапія Захоплюючий франджіпані 2775 мл (ROZ6501053726),Ополіскувач-кондиціонер,299,435,31,4.5,235,Невідомо,https://rozetka.com.ua/ua/silan-9000101544398/p346239637/,https://content.rozetka.com.ua/goods/images/big_tile/294423086.jpg,ТОП ПРОДАЖІВ
Гель для прання Persil Active Gel Deep Clean 66 циклів прання 2.97 л (9000101598902),Гель,649,1377,53,4.6,84,Є в наявності,https://rozetka.com.ua/ua/persil-9000101598902/p417126198/,https://content2.rozetka.com.ua/goods/images/big_tile/407211224.jpg,АКЦІЯ
Рідкий пральний засіб-бальзам Frosch для вовни Мигдальне молочко 1.5 л (4009175942845),Рідкий,347,648,46,4.7,76,Готово до відправки,https://rozetka.com.ua/ua/frosch_4009175942845/p106532391/,https://content1.rozetka.com.ua/goods/images/big_tile/487115722.png,−46%
"Серветки для відновлення чорного кольору та тканин 3в1 Dr. Beckmann, 8 шт (270734)",Серветки,169,185,9,,,Є в наявності,https://rozetka.com.ua/ua/423808395/p423808395/?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTE3MjUsInBheWxvYWQiOiJ7XCJwZ1wiOjQzNDE3MTk2LFwiY1wiOjEwMTk1NyxcImN0XCI6MSxcImNwY1wiOjAuODk5OTk5OTc2MTU4MTQyMSxcInNjXCI6NyxcInBsXCI6MyxcImNpZFwiOjQ2MzIxMDMsXCJwXCI6MjEsXCJnXCI6MX0ifQ.WEkpJYrBhcmy4qPme7XA3yAweA02RWyYCbq6TKDllM8&advSource=catalog,https://content.rozetka.com.ua/goods/images/big_tile/614823774.jpg?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTE3MjUsInBheWxvYWQiOiJ7XCJwZ1wiOjQzNDE3MTk2LFwiY1wiOjEwMTk1NyxcImN0XCI6MSxcImNwY1wiOjAuODk5OTk5OTc2MTU4MTQyMSxcInNjXCI6NyxcInBsXCI6MyxcImNpZFwiOjQ2MzIxMDMsXCJwXCI6MjEsXCJnXCI6MX0ifQ.WEkpJYrBhcmy4qPme7XA3yAweA02RWyYCbq6TKDllM8&advSource=catalog,−9%
Засіб для видалення плям Vanish Oxi Action Активний спрей 500 мл (4002448051015),Засіб,246,289,15,4.3,39,Готово до відправки,https://rozetka.com.ua/ua/vanish-4002448051015/p436753487/,https://content2.rozetka.com.ua/goods/images/big_tile/443423855.jpg,ТОП ПРОДАЖІВ
Гель для прання Waschkonig Universal 3.305 л (4260418935707),Гель,199,349,43,4.2,94,Невідомо,https://rozetka.com.ua/ua/waschkonig_4260418930436/p199499317/,https://content1.rozetka.com.ua/goods/images/big_tile/23104077.jpg,−43%
Гель для прання Perwoll Renew для світлих та білих речей 1 л (9000101826876),Гель,239,360,34,4.9,46,Невідомо,https://rozetka.com.ua/ua/perwoll-9000101826876/p484105874/,https://content1.rozetka.com.ua/goods/images/big_tile/538950890.jpg,АКЦІЯ
Набір кондиціонерів для білизни Silan Aromatherapy Захоплюючий Франджіпані 1100 мл + Небесна свіжість 1408 мл (9000101584080/9000101801125),Набір,228,308,26,,,Невідомо,https://rozetka.com.ua/ua/silan-9000101584080-9000101801125/p543281085/,https://content2.rozetka.com.ua/goods/images/big_tile/593973574.jpg,−26%
Капсули для прання Perwoll Для темних та чорних речей 35 шт. (9000101811544) (247947),Капсули,717,789,9,4.3,89,Є в наявності,https://rozetka.com.ua/ua/499415919/p499415919/,https://content.rozetka.com.ua/goods/images/big_tile/536361009.jpg,−9%
Рідкий засіб для видалення плям та вибілювач для тканин Vanish Oxi Action Кришталева білизна 3 л (5908252014033/5908252018079),Рідкий,424,693,39,4.3,234,Невідомо,https://rozetka.com.ua/ua/vanish-5908252014033/p408581103/,https://content.rozetka.com.ua/goods/images/big_tile/513431273.jpg,ТОП ПРОДАЖІВ
Підсилювач прання кисневий відбілювач 3 в 1 Delamark 1 кг (4820152331328),Підсилювач,324,,,4.7,269,Готово до відправки,https://rozetka.com.ua/ua/de_la_mark_4820152331328/p47629272/,https://content2.rozetka.com.ua/goods/images/big_tile/582813982.jpg,ТОП ПРОДАЖІВ
Гель для прання Delamark Universal 2 л (4820152331243),Гель,409,526,22,,,Невідомо,https://rozetka.com.ua/ua/de_la_mark_4820152331243/p47635128/,https://content2.rozetka.com.ua/goods/images/big_tile/582810672.jpg,АКЦІЯ
Рідкий пральний засіб Frosch Лимон 1500 мл (4009175968302),Рідкий,371,648,43,4.8,4,Невідомо,https://rozetka.com.ua/ua/frosch-4009175968302/p447132584/,https://content.rozetka.com.ua/goods/images/big_tile/465216064.jpg,−43%
Плямовивідник і відбілювач рідкий для тканин Vanish Oxi Action Кришталева білизна 2 л (5908252018055/5900627081879),Плямовивідник,394,525,25,4.3,234,Невідомо,https://rozetka.com.ua/ua/vanish_5900627027143/p7077074/,https://content2.rozetka.com.ua/goods/images/big_tile/513435881.jpg,ТОП ПРОДАЖІВ
Кисневий відбілювач O'key 1 кг (4820049384246),Кисневий,140,,,4.8,34,Невідомо,https://rozetka.com.ua/ua/okey-4820049384246/p409462398/,https://content1.rozetka.com.ua/goods/images/big_tile/390638187.png,
Набір Vanish Oxi Action Гель універсальний Pink для видалення плям 2 л + Плямовивідник і відбілювач для тканин Кришталева білизна 2 л (5908252018048/5997321747835/5900627081879),Набір,507,633,20,,,Є в наявності,https://rozetka.com.ua/ua/vanish-5908252018048-5997321747835-5900627081879/p519465539/,https://content1.rozetka.com.ua/goods/images/big_tile/560960166.jpg,−20%
Ополіскувач-кондиціонер для білизни Silan Aromatherapy Fascinating Frangipani 126 циклів,Ополіскувач-кондиціонер,325,,,4.5,235,Невідомо,https://rozetka.com.ua/ua/510047074/p510047074/,https://content2.rozetka.com.ua/goods/images/big_tile/549271853.jpg,ТОП ПРОДАЖІВ
Ополіскувач-кондиціонер для білизни Silan Fresh Control Cool Fresh 2772 мл (9000101582475),Ополіскувач-кондиціонер,299,445,33,4.5,106,Готово до відправки,https://rozetka.com.ua/ua/silan_9000101582475/p377339535/,https://content.rozetka.com.ua/goods/images/big_tile/553248889.png,АКЦІЯ
Пастки Dr. Beckmann для кольору та бруду 12 шт (4008455413211),Пастки,119,205,42,4.9,20,Невідомо,https://rozetka.com.ua/ua/dr-beckmann-4008455413211/p427351175/,https://content1.rozetka.com.ua/goods/images/big_tile/425175888.jpg,−42%
Кондиціонер-ополіскувач Frosch Квіти Гібіскуса 1 л (4001499968464),Кондиціонер-ополіскувач,114,201,43,4.2,19,Невідомо,https://rozetka.com.ua/ua/frosch-4001499968464/p460744494/,https://content1.rozetka.com.ua/goods/images/big_tile/489084608.jpg,−43%
Кондиціонер - ополіскувач Frosch Квіти Бавовни 1 л (4001499957567),Кондиціонер,104,201,48,4.4,131,Невідомо,https://rozetka.com.ua/ua/frosch_4001499116803/p5863515/,https://content1.rozetka.com.ua/goods/images/big_tile/546162645.jpg,−48%
Концентрований кондиціонер для білизни Coccolino Свіжість та м'якість з нотами грейпфруту абрикоса та малини 1. 7 л (8720181410659),Концентрований,274,370,26,4.8,10,Невідомо,https://rozetka.com.ua/ua/coccolino-8720181410659/p486774269/,https://content2.rozetka.com.ua/goods/images/big_tile/520895249.jpg,−26%
Гель для прання Perwoll для кольорових речей 4000 мл + Мішечки для прання у подарунок (9000101810172_1),Гель,649,1082,40,5.0,2,Готово до відправки,https://rozetka.com.ua/ua/perwoll-9000101810172-1/p549294303/,https://content.rozetka.com.ua/goods/images/big_tile/603569585.jpg,−40%
Рідкий пральний засіб Frosch Zero Sensitiv 1.5 л (4009175947659),Рідкий,449,769,42,3.1,8,Готово до відправки,https://rozetka.com.ua/ua/frosch_4009175947659/p59198794/,https://content2.rozetka.com.ua/goods/images/big_tile/424679286.jpg,−42%
Капсули для прання Ariel Pods All-in-1 Гірське джерело 70 шт (8700216764193),Капсули,869,1429,39,4.6,11,Невідомо,https://rozetka.com.ua/ua/ariel-8700216764193/p484331739/,https://content1.rozetka.com.ua/goods/images/big_tile/518007220.jpg,−39%
Упаковка кондиціонера для білизни Lenor Золота орхідея 118 циклів прання 1.239 л х 2 шт (8700216880855),Упаковка,359,584,39,5.0,5,Невідомо,https://rozetka.com.ua/ua/lenor-8700216880855/p487343254/,https://content.rozetka.com.ua/goods/images/big_tile/521666766.jpg,−39%
Набір ополіскувачів-кондиціонерів для білизни Silan Fresh Control Cool Fresh 2772 мл + 2772 мл (9000101582475/9000101582475),Набір,498,598,17,,1,Є в наявності,https://rozetka.com.ua/ua/silan-9000101582475-9000101582475/p485955744/,https://content1.rozetka.com.ua/goods/images/big_tile/553251990.jpg,−17%
Диски для прання Persil 4in1 Discs Color Deep Clean 60 шт (9000101830880),Диски,699,1578,56,4.0,10,Невідомо,https://rozetka.com.ua/ua/persil-9000101830880/p484103554/,https://content2.rozetka.com.ua/goods/images/big_tile/517814362.jpg,АКЦІЯ
Універсальний кисневий порошок Delamark 1 кг (4820152333605),Універсальний,242,322,25,4.8,21,Невідомо,https://rozetka.com.ua/ua/delamark-4820152333605/p428202068/,https://content2.rozetka.com.ua/goods/images/big_tile/426614439.jpg,ТОП ПРОДАЖІВ
Набір гелів для прання дитячого одягу Alles GUT! Kinder ЕСО 2 шт по 900 мл (4820189880639),Набір,449,598,25,4.7,22,Невідомо,https://rozetka.com.ua/ua/alles-gut-4820189880639/p408562842/,https://content.rozetka.com.ua/goods/images/big_tile/388745418.jpg,
Гель для прання Ariel Гірське джерело 100 циклів прання 4.5 л (8700216691840),Гель,989,1539,36,4.6,22,Невідомо,https://rozetka.com.ua/ua/ariel-8700216691840/p484341999/,https://content2.rozetka.com.ua/goods/images/big_tile/518024465.jpg,−36%
Концентрований безфосфатний пральний порошок Delamark Professional 3 кг (4820152330345),Концентрований,557,696,20,4.7,64,Невідомо,https://rozetka.com.ua/ua/de_la_mark_4820152330345/p5846367/,https://content.rozetka.com.ua/goods/images/big_tile/239885976.jpg,АКЦІЯ
Пральний порошок Tide Аква-Пудра Альпійська свіжість 8.1 кг (8006540535240),Пральний,899,1314,32,4.9,155,Невідомо,https://rozetka.com.ua/ua/tide-8006540535240/p341501746/,https://content1.rozetka.com.ua/goods/images/big_tile/561086857.jpg,−32%
Кондиціонер для білизни Lenor Professional М’яка Бавовна 200 циклів прання 4 л (8700216760171),Кондиціонер,599,849,29,5.0,1,Готово до відправки,https://rozetka.com.ua/ua/lenor-8700216760171/p536100914/,https://content.rozetka.com.ua/goods/images/big_tile/586070266.jpg,−29%
Капсули для прання Solar Multi Box White + Universal + Black 24 шт (4820269930391),Капсули,229,350,35,5.0,10,Готово до відправки,https://rozetka.com.ua/ua/solar-4820269930391/p521547379/,https://content.rozetka.com.ua/goods/images/big_tile/563714237.jpg,
Пральний порошок Вухастик 4.5 кг (146304),Пральний,319,550,42,4.7,101,Невідомо,https://rozetka.com.ua/ua/vuhastyk_146304/p396826842/,https://content2.rozetka.com.ua/goods/images/big_tile/366910352.png,
Плямовивідник Dr. Beckmann для оббивки м'яких меблів 400 мл (4008455578019),Плямовивідник,229,369,38,4.6,71,Невідомо,https://rozetka.com.ua/ua/dr-beckmann-4008455578019/p360615237/,https://content.rozetka.com.ua/goods/images/big_tile/299553110.jpg,ТОП ПРОДАЖІВ
Гель для прання Persil Color Gel Deep Clean 44 циклу прання 1.98 л (9000101568363),Гель,567,957,41,4.5,623,Готово до відправки,https://rozetka.com.ua/ua/persil-9000101568363/p417153687/,https://content2.rozetka.com.ua/goods/images/big_tile/407247690.jpg,ТОП ПРОДАЖІВ
Диски для прання Persil 4in1 Discs Color Deep Clean 54 шт (9000101801293),Диски,759,1372,45,4.0,10,Невідомо,https://rozetka.com.ua/ua/persil-9000101801293/p417181815/,https://content2.rozetka.com.ua/goods/images/big_tile/407292347.jpg,АКЦІЯ
Капсули для прання Ariel Pods+ All-in-1 Extra Stain Removal Екстрасила виведення плям 44 шт (8700216764940),Капсули,679,1079,37,4.7,106,Готово до відправки,https://rozetka.com.ua/ua/ariel-8700216764940/p484271334/,https://content1.rozetka.com.ua/goods/images/big_tile/517986467.jpg,−37%
Концентрований рідкий засіб для прання Frosch Гранат 1.5 л (4009175963475),Концентрований,315,648,51,4.2,61,Невідомо,https://rozetka.com.ua/ua/frosch_4009175941190/p56201988/,https://content.rozetka.com.ua/goods/images/big_tile/523953755.jpg,−51%
Пральний порошок-концентр Frosch Color Алое Вера 1.45 кг (4001499960291/4001499969508),Пральний,439,659,33,4.7,23,Невідомо,https://rozetka.com.ua/ua/frosch-4001499960291/p350658801/,https://content1.rozetka.com.ua/goods/images/big_tile/543966183.jpg,−33%
Диски для прання Persil 4in1 Discs Color Deep Clean 40 шт,Диски,589,999,41,4.0,10,Є в наявності,https://rozetka.com.ua/ua/452550278/p452550278/,https://content2.rozetka.com.ua/goods/images/big_tile/476758830.jpg,−41%
Кисневий плямовивідник Ms Helen для кольорових речей 900 г (4046723022024),Кисневий,149,166,10,4.7,19,Готово до відправки,https://rozetka.com.ua/ua/ms-helen-4046723022024/p415173285/,https://content2.rozetka.com.ua/goods/images/big_tile/400701236.jpg,ТОП ПРОДАЖІВ
Капсули для прання Ariel Pods+ All-in-1 Extra Stain Removal Екстрасила виведення плям 60 шт (8700216764032),Капсули,819,1349,39,4.7,106,Невідомо,https://rozetka.com.ua/ua/ariel-8700216764032/p484276354/,https://content.rozetka.com.ua/goods/images/big_tile/517987349.jpg,−39%
Гель для прання Chante Clair з ароматом марсельського мила 3600 мл,Гель,652,,,5.0,2,Невідомо,https://rozetka.com.ua/ua/448762754/p448762754/,https://content.rozetka.com.ua/goods/images/big_tile/468922351.png,
Засіб для прання рідкий Woolite Fruity з посиленим ароматом для кольорових тканин з Кератином 3.6 л (5908252011926),Засіб,377,705,47,4.4,54,Готово до відправки,https://rozetka.com.ua/ua/woolite-5908252011926/p455609109/,https://content.rozetka.com.ua/goods/images/big_tile/482536208.jpg,ТІЛЬКИ В ROZETKA
Гель для прання WASH & FREE Магія орхідей Універсальний 5000 г (4823128005230),Гель,280,,,4.8,18,Є в наявності,https://rozetka.com.ua/ua/522225364/p522225364/,https://content.rozetka.com.ua/goods/images/big_tile/612524194.jpg,
Засіб для прання Delamark Membrane 1 л (4820152331137),Засіб,290,365,21,4.1,65,Невідомо,https://rozetka.com.ua/ua/de_la_mark_4820152331137/p55909614/,https://content2.rozetka.com.ua/goods/images/big_tile/239886175.jpg,
Гель для прання Ariel Professional для кольорового 110 циклів прання 4.95 л (8700216747868),Гель,1299,2075,37,5.0,1,Невідомо,https://rozetka.com.ua/ua/ariel-8700216747868/p536113069/,https://content2.rozetka.com.ua/goods/images/big_tile/586080166.jpg,−37%
Капсули для прання Solar Universal Vanilla Orchid 20 шт (4820269930261),Капсули,149,288,48,5.0,21,Невідомо,https://rozetka.com.ua/ua/solar-4820269930261/p484641894/,https://content.rozetka.com.ua/goods/images/big_tile/518370519.jpg,
Упаковка гелів для прання Persil Active Gel Deep Clean 3.96 л + 3.96 л 176 циклів прання (9000101561845/9000101561845),Упаковка,1498,1538,3,4.6,84,Є в наявності,https://rozetka.com.ua/ua/persil-9000101561845-9000101561845/p513564609/,https://content1.rozetka.com.ua/goods/images/big_tile/553180254.jpg,
"Гель для прання Lavandera Марсельский аромат 4,95л 110пр",Гель,605,756,20,4.9,10,Невідомо,https://rozetka.com.ua/ua/454198928/p454198928/?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTE3NTgsInBheWxvYWQiOiJ7XCJwZ1wiOjMzMzg3ODMwLFwiY1wiOjYwMjkxLFwiY3RcIjoxLFwiY3BjXCI6MC45OTk5OTk5NzYxNTgxNDIxLFwic2NcIjo3LFwicGxcIjozLFwiY2lkXCI6NDYzMjEwMyxcInBcIjo3LFwiZ1wiOjF9In0.2bGyVy14OELiq87C-ZNBwqKKKv7xJrqyvlTeu5-e7Jc&advSource=catalog,https://content.rozetka.com.ua/goods/images/big_tile/586146542.jpg?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTE3NTgsInBheWxvYWQiOiJ7XCJwZ1wiOjMzMzg3ODMwLFwiY1wiOjYwMjkxLFwiY3RcIjoxLFwiY3BjXCI6MC45OTk5OTk5NzYxNTgxNDIxLFwic2NcIjo3LFwicGxcIjozLFwiY2lkXCI6NDYzMjEwMyxcInBcIjo3LFwiZ1wiOjF9In0.2bGyVy14OELiq87C-ZNBwqKKKv7xJrqyvlTeu5-e7Jc&advSource=catalog,−20%
Гель Perwoll для прання кольорових речей 1000 мл (9000101810080),Гель,228,360,37,,,Невідомо,https://rozetka.com.ua/ua/perwoll-9000101810080/p416746710/,https://content2.rozetka.com.ua/goods/images/big_tile/406594098.jpg,ТОП ПРОДАЖІВ
Пральний порошок Persil Expert Deep Clean Автомат Свіжість від Silan 27 циклів прання 4.05 кг (9000101806199),Пральний,509,672,24,4.8,209,Невідомо,https://rozetka.com.ua/ua/persil-9000101806199/p417119115/,https://content2.rozetka.com.ua/goods/images/big_tile/407202964.jpg,АКЦІЯ
Гель для прання Persil Active Gel Deep Clean 22 циклу прання 0.99 л (9000101599060),Гель,263,487,46,4.6,84,Невідомо,https://rozetka.com.ua/ua/persil-9000101599060/p417120366/,https://content2.rozetka.com.ua/goods/images/big_tile/407208344.jpg,АКЦІЯ
Капсули для прання Ariel Pods+ All-in-1 Touch of Lenor Дотик свіжого повітря Lenor 44 шт (8700216765077),Капсули,679,1079,37,,,Готово до відправки,https://rozetka.com.ua/ua/ariel-8700216765077/p484327789/,https://content.rozetka.com.ua/goods/images/big_tile/518002289.jpg,−37%
Кондиціонер для білизни Silan Supreme Blossom 1012 мл. (9000101579758),Кондиціонер,280,,,4.6,15,Невідомо,https://rozetka.com.ua/ua/473609209/p473609209/,https://content.rozetka.com.ua/goods/images/big_tile/507201684.jpg,
Ополіскувач-кондиціонер для білизни Silan Aromatherapy Magic Magnolia 2772 мл (9000101581508),Ополіскувач-кондиціонер,334,445,25,4.4,58,Невідомо,https://rozetka.com.ua/ua/silan_9000101543933/p360417309/,https://content2.rozetka.com.ua/goods/images/big_tile/298881239.png,−25%
Серветки для оновлення чорного кольору та тканини 6шт 3в1 Dr.Beckmann,Серветки,290,980,70,,,Є в наявності,https://rozetka.com.ua/ua/445757468/p445757468/?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTE3NTgsInBheWxvYWQiOiJ7XCJwZ1wiOjQyOTE2NTQwLFwiY1wiOjk5NjE0LFwiY3RcIjoxLFwiY3BjXCI6MC44OTk5OTk5NzYxNTgxNDIxLFwic2NcIjo3LFwicGxcIjozLFwiY2lkXCI6NDYzMjEwMyxcInBcIjoxNCxcImdcIjoxfSJ9.eh7jgKjEnAKiC1lH-t-XWvzNwv0YoRyadvxvGneJqGY&advSource=catalog,https://content1.rozetka.com.ua/goods/images/big_tile/462276744.jpg?advToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NjUwMTE3NTgsInBheWxvYWQiOiJ7XCJwZ1wiOjQyOTE2NTQwLFwiY1wiOjk5NjE0LFwiY3RcIjoxLFwiY3BjXCI6MC44OTk5OTk5NzYxNTgxNDIxLFwic2NcIjo3LFwicGxcIjozLFwiY2lkXCI6NDYzMjEwMyxcInBcIjoxNCxcImdcIjoxfSJ9.eh7jgKjEnAKiC1lH-t-XWvzNwv0YoRyadvxvGneJqGY&advSource=catalog,−70%
Пральний порошок Sano Maxima Bio Color 1.25 кг (7290000295343),Пральний,329,399,18,4.7,79,Невідомо,https://rozetka.com.ua/ua/sano_7290000295343/p7325236/,https://content2.rozetka.com.ua/goods/images/big_tile/10722131.jpg,−18%
Кондиціонер для білизни Silan Небесна свіжість 1408 мл (9000101801125),Кондиціонер,154,241,36,4.7,332,Невідомо,https://rozetka.com.ua/ua/silan-9000101801125/p417224109/,https://content1.rozetka.com.ua/goods/images/big_tile/407422788.jpg,ТОП ПРОДАЖІВ
Кондиціонер для прання Tesori d'Oriente Японські ритуали олія цубакі та пивонії 760 мл (8008970055220),Кондиціонер,129,204,37,4.3,62,Невідомо,https://rozetka.com.ua/ua/tesori_d_oriente_8008970055220/p364355631/,https://content.rozetka.com.ua/goods/images/big_tile/420749596.jpg,−37%
Гель для прання Waschkonig Universal 4.9 л (4260418930801),Гель,393,504,22,4.6,43,Невідомо,https://rozetka.com.ua/ua/waschkonig_4260418930801/p199499665/,https://content.rozetka.com.ua/goods/images/big_tile/592588900.jpg,−22%
